,Rank,Player,Team_x,Positions,Yahoo,AVG,Key,Name_x,G,GS,IP,SV,xFIP-,SwStr%,F-Strike%,Barrel%_x,HardHit%,CSW%,K%+_x,BB%+_x,xERA,EV_x,ER,playerid_x,STUFFplus,LOCATIONplus,PITCHINGplus,Total Z-Score_x,Total Z-Score_y,PA,HR,SB,Off,wRC+,wOBA,ISO+,Barrel%_y,BsR,Spd,BB%+_y,K%+_y,Oppo%+,EV_y,maxEV,xwOBA
679,641.0,Curtis Mead,TB,2B3B,nan,5700,CurMea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,642.0,Matthew Liberatore,STL,SP,nan,5715,MatLib,Matthew Liberatore,9.0,7.0,34.2,0.0,123.0,82,534,88,482,238,77.0,135.0,5.49,91.2,23.0,22294.0,85.0,96.6,92.7,-4.13,,,,,,,,,,,,,,,,,
681,643.0,Willi Castro,MIN,2BSSLFCFRF,nan,6380,WilCas,,,,,,,,,,,,,,,,,,,,,,-5.2,392.0,8.0,9.0,-4.7,86.0,0.285,84.0,35,1.6,5.5,48.0,94.0,112.0,84.8,111.7,0.29
682,644.0,Jose Iglesias,nan,SS,nan,5730,JosIgl,,,,,,,,,,,,,,,,,,,,,,-15.18,467.0,3.0,2.0,-11.2,85.0,0.312,57.0,05,-3.3,2.2,44.0,53.0,91.0,83.8,109.9,0.281
683,645.0,Frank Schwindel,nan,1BDH,nan,7117,FraSch,,,,,,,,,,,,,,,,,,117.8,90.8,215.8,,-11.94,292.0,8.0,0.0,-10.0,78.0,0.278,83.0,47,-2.5,0.8,78.0,88.0,93.0,88.1,109.3,0.278
684,646.0,Jake Cave,PHI,LFRF,nan,6350,JakCav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,647.0,Alex Colome,WSH,RP,nan,6155,AleCol,Alex Colome,53.0,0.0,47.0,4.0,114.0,86,530,99,460,222,66.0,123.0,5.78,90.1,30.0,6661.0,96.9,93.8,92.4,-10.95,,,,,,,,,,,,,,,,,
686,648.0,Huascar Ynoa,ATL,SP,nan,6660,HuaYno,,,,,,,,,,,,,,,,,,86.7,86.5,87.6,,,,,,,,,,,,,,,,,,
687,649.0,Yimi Garcia,TOR,RP,nan,6817,YimGar,Yimi Garcia,61.0,0.0,61.0,1.0,104.0,105,615,65,331,269,106.0,81.0,2.9,86.5,21.0,12095.0,104.2,104.7,104.4,-9.57,,,,,,,,,,,,,,,,,
688,650.0,Jordan Diaz,OAK,2B,nan,5775,JorDia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,651.0,Jose Barrero,CIN,SS,nan,5795,JosBar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,652.0,Stone Garrett,WSH,LF,nan,5800,StoGar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,653.0,Max Meyer,MIA,SP,nan,7227,MaxMey,,,,,,,,,,,,,,,,,,99.7,100.3,100.2,,,,,,,,,,,,,,,,,,
692,654.0,Tomas Nido,NYM,C,nan,6873,TomNid,,,,,,,,,,,,,,,,,,,,,,-14.56,313.0,3.0,0.0,-16.3,74.0,0.265,55.0,63,-7.0,1.7,54.0,107.0,115.0,86.4,107.4,0.287
693,655.0,Jake McGee,nan,RP,nan,6960,JakMcG,Jake McGee,42.0,0.0,37.0,3.0,138.0,86,589,119,421,223,68.0,89.0,5.14,90.2,28.0,7550.0,90.8,103.8,98.5,-14.54,,,,,,,,,,,,,,,,,
694,656.0,Brad Keller,KC,SPRP,nan,6610,BraKel,Brad Keller,35.0,22.0,139.2,1.0,110.0,98,541,66,414,234,74.0,115.0,4.37,89.3,79.0,15734.0,97.5,96.7,97.8,-4.51,,,,,,,,,,,,,,,,,
695,657.0,Jacob Stallings,MIA,C,nan,5830,JacSta,,,,,,,,,,,,,,,,,,,,,,-13.0,384.0,4.0,0.0,-18.2,71.0,0.265,45.0,34,-5.3,1.0,90.0,96.0,131.0,86.7,109.5,0.274
696,658.0,Amir Garrett,KC,RP,nan,7250,AmiGar,Amir Garrett,60.0,0.0,45.1,0.0,121.0,104,587,64,300,277,113.0,203.0,3.62,88.3,25.0,14375.0,89.1,91.9,91.2,10.79,,,,,,,,,,,,,,,,,
697,659.0,Alex Reyes,LAD,SPRP,nan,5855,AleRey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,660.0,Kevin Ginkel,ARI,RP,nan,5855,KevGin,Kevin Ginkel,30.0,0.0,29.1,1.0,90.0,117,669,49,329,313,107.0,107.0,2.9,89.0,11.0,19876.0,102.0,100.1,98.6,-0.16,,,,,,,,,,,,,,,,,
699,661.0,Reese McGuire,BOS,C,nan,5870,ReeMcG,,,,,,,,,,,,,,,,,,56.1,93.2,125.8,,-10.71,274.0,3.0,1.0,-5.1,90.0,0.297,67.0,25,-1.9,3.2,55.0,92.0,112.0,87.0,109.6,0.267
700,662.0,Matt Vierling,DET,3BLFCFRF,nan,5870,MatVie,,,,,,,,,,,,,,,,,,,,,,-2.11,357.0,6.0,7.0,-7.5,81.0,0.285,67.0,50,0.5,5.1,77.0,87.0,115.0,91.2,112.1,0.327
701,663.0,Ezequiel Duran,TEX,2B3B,nan,5870,EzeDur,,,,,,,,,,,,,,,,,,,,,,-7.57,220.0,5.0,4.0,-4.7,82.0,0.282,87.0,45,-0.2,5.2,69.0,110.0,118.0,85.9,110.2,0.256
702,664.0,Geraldo Perdomo,ARI,3BSS,nan,5875,GerPer,,,,,,,,,,,,,,,,,,,,,,-9.82,500.0,5.0,9.0,-18.7,58.0,0.253,43.0,20,5.4,5.5,120.0,91.0,97.0,85.0,104.7,0.269
703,665.0,Yonny Chirinos,TB,PSP,nan,5885,YonChi,,,,,,,,,,,,,,,,,,113.4,98.0,104.5,,,,,,,,,,,,,,,,,,
704,666.0,Raimel Tapia,BOS,LFCFRF,nan,5890,RaiTap,,,,,,,,,,,,,,,,,,,,,,-3.32,433.0,7.0,8.0,-2.7,90.0,0.293,77.0,51,2.0,5.3,46.0,84.0,118.0,87.6,111.7,0.286
705,667.0,Luis Guillorme,NYM,2B3BSS,nan,6807,LuiGui,,,,,,,,,,,,,,,,,,,,,,-9.5,335.0,2.0,1.0,-3.7,106.0,0.311,43.0,24,-6.1,2.9,121.0,61.0,119.0,86.2,110.3,0.302
706,668.0,Clarke Schmidt,NYY,SPRP,nan,5910,ClaSch,Clarke Schmidt,29.0,3.0,57.2,2.0,100.0,119,581,97,374,304,107.0,121.0,3.51,89.1,20.0,19899.0,112.8,100.7,105.3,-0.7,,,,,,,,,,,,,,,,,
707,669.0,Chris Martin,BOS,RP,nan,5910,ChrMar,Chris Martin,60.0,0.0,56.0,2.0,51.0,133,778,83,414,290,145.0,27.0,2.55,88.2,19.0,11847.0,94.9,109.1,104.4,-4.45,,,,,,,,,,,,,,,,,
708,670.0,Jonathan Hernandez,TEX,RP,nan,5915,JonHer,Jonathan Hernandez,29.0,0.0,30.1,4.0,101.0,125,542,47,500,274,93.0,162.0,4.08,90.3,10.0,17464.0,109.1,93.8,100.3,6.16,,,,,,,,,,,,,,,,,
709,671.0,Joe Mantiply,ARI,RP,nan,5925,JoeMan,Joe Mantiply,69.0,0.0,60.0,2.0,64.0,142,630,40,370,326,111.0,30.0,3.22,86.5,19.0,14857.0,96.7,106.5,100.1,-10.67,,,,,,,,,,,,,,,,,
710,672.0,Colton Cowser,BAL,CF,nan,5925,ColCow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,673.0,Austin Slater,SF,LFCFRF,nan,5940,AusSla,,,,,,,,,,,,,,,,,,,,,,8.23,325.0,7.0,12.0,12.7,124.0,0.344,93.0,105,3.5,6.8,147.0,121.0,98.0,89.0,109.4,0.351
712,674.0,Luis Gil,NYY,SP,nan,7683,LuiGil,,,,,,,,,,,,,,,,,,121.6,90.4,98.2,,,,,,,,,,,,,,,,,,
713,675.0,Nick Allen,OAK,2BSS,nan,5970,NicAll,,,,,,,,,,,,,,,,,,,,,,-14.55,326.0,4.0,3.0,-13.8,61.0,0.245,56.0,12,0.5,3.2,73.0,88.0,147.0,83.9,104.6,0.238
714,676.0,Alan Trejo,COL,2BSS,nan,5975,AlaTre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,677.0,Edwin Rios,CHC,DH,nan,5995,EdwRio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,678.0,Connor Norby,BAL,2B,nan,6005,ConNor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,679.0,Chris Paddack,MIN,SP,nan,7273,ChrPad,Chris Paddack,5.0,5.0,22.1,0.0,80.0,104,656,57,414,272,97.0,27.0,3.1,88.7,10.0,20099.0,88.0,106.5,100.4,-15.14,,,,,,,,,,,,,,,,,
718,680.0,Austin Voth,BAL,SPRP,nan,6030,AusVot,Austin Voth,41.0,17.0,101.2,0.0,110.0,109,620,85,371,264,91.0,87.0,4.4,88.4,49.0,15047.0,92.2,103.2,101.7,-5.28,,,,,,,,,,,,,,,,,
719,681.0,Joe Jimenez,ATL,RP,nan,6030,JoeJim,Joe Jimenez,62.0,0.0,56.2,2.0,68.0,145,623,78,397,305,150.0,70.0,2.9,88.6,22.0,15761.0,120.7,104.9,110.8,0.85,,,,,,,,,,,,,,,,,
720,682.0,Chase Silseth,LAA,SP,nan,6045,ChaSil,Chase Silseth,7.0,7.0,28.2,0.0,108.0,108,643,109,511,283,84.0,116.0,6.61,90.9,21.0,30074.0,95.8,99.3,100.6,1.15,,,,,,,,,,,,,,,,,
721,683.0,Zach McKinstry,CHC,2B3BSS,nan,6050,ZacMcK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,684.0,Adrian Sampson,CHC,SP,nan,6075,AdrSam,Adrian Sampson,21.0,19.0,104.1,0.0,110.0,93,577,67,359,236,75.0,76.0,4.4,87.9,36.0,13339.0,80.5,101.9,95.2,-7.79,,,,,,,,,,,,,,,,,
723,685.0,Xzavion Curry,CLE,SP,nan,7790,XzaCur,,,,,,,,,,,,,,,,,,99.9,93.0,92.7,,,,,,,,,,,,,,,,,,
724,686.0,Willie Calhoun,NYY,DH,nan,7227,WilCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,687.0,Alec Burleson,STL,RF,nan,6090,AleBur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,688.0,Kutter Crawford,BOS,SPRP,nan,6095,KutCra,Kutter Crawford,21.0,12.0,77.1,0.0,110.0,113,614,88,389,275,104.0,108.0,4.62,89.7,47.0,20531.0,104.3,101.5,104.1,0.6,,,,,,,,,,,,,,,,,
727,689.0,Alex Vesia,LAD,RP,nan,6095,AleVes,Alex Vesia,63.0,0.0,54.1,1.0,76.0,148,604,66,344,306,154.0,128.0,2.79,87.0,13.0,25007.0,114.5,100.0,104.1,8.55,,,,,,,,,,,,,,,,,
728,690.0,Brad Hand,nan,RP,nan,7280,BraHan,Brad Hand,55.0,0.0,45.0,5.0,122.0,73,561,53,267,288,85.0,140.0,4.4,87.2,14.0,9111.0,91.6,93.4,92.3,-4.26,,,,,,,,,,,,,,,,,
729,691.0,Josh Winder,MIN,SP,nan,6115,JosWin,Josh Winder,15.0,11.0,67.0,0.0,125.0,97,606,101,382,259,74.0,78.0,5.21,89.1,35.0,24606.0,95.8,99.9,98.4,-9.07,,,,,,,,,,,,,,,,,
730,691.0,Josh Winder,MIN,SP,nan,6115,JosWin,Josh Winder,15.0,11.0,67.0,0.0,125.0,97,606,101,382,259,74.0,78.0,5.21,89.1,35.0,24606.0,95.8,99.9,98.4,-10.63,,,,,,,,,,,,,,,,,
731,691.0,Josh Winder,MIN,SP,nan,6115,JosWin,Josh Winder,15.0,11.0,67.0,0.0,125.0,97,606,101,382,259,74.0,78.0,5.21,89.1,35.0,24606.0,91.5,99.9,98.1,-9.07,,,,,,,,,,,,,,,,,
732,691.0,Josh Winder,MIN,SP,nan,6115,JosWin,Josh Winder,15.0,11.0,67.0,0.0,125.0,97,606,101,382,259,74.0,78.0,5.21,89.1,35.0,24606.0,91.5,99.9,98.1,-10.63,,,,,,,,,,,,,,,,,
733,691.0,Josh Winder,MIN,SP,nan,6115,JosWin,Josh Winckowski,15.0,14.0,70.1,0.0,117.0,70,598,99,461,255,63.0,106.0,4.84,89.5,46.0,22387.0,95.8,99.9,98.4,-9.07,,,,,,,,,,,,,,,,,
734,691.0,Josh Winder,MIN,SP,nan,6115,JosWin,Josh Winckowski,15.0,14.0,70.1,0.0,117.0,70,598,99,461,255,63.0,106.0,4.84,89.5,46.0,22387.0,95.8,99.9,98.4,-10.63,,,,,,,,,,,,,,,,,
735,691.0,Josh Winder,MIN,SP,nan,6115,JosWin,Josh Winckowski,15.0,14.0,70.1,0.0,117.0,70,598,99,461,255,63.0,106.0,4.84,89.5,46.0,22387.0,91.5,99.9,98.1,-9.07,,,,,,,,,,,,,,,,,
736,691.0,Josh Winder,MIN,SP,nan,6115,JosWin,Josh Winckowski,15.0,14.0,70.1,0.0,117.0,70,598,99,461,255,63.0,106.0,4.84,89.5,46.0,22387.0,91.5,99.9,98.1,-10.63,,,,,,,,,,,,,,,,,
737,692.0,Dylan Coleman,KC,RP,nan,6160,DylCol,Dylan Coleman,68.0,0.0,68.0,0.0,111.0,131,543,69,366,285,111.0,160.0,3.78,86.4,21.0,22276.0,116.2,95.0,100.5,4.39,,,,,,,,,,,,,,,,,
738,693.0,Brett Phillips,LAA,CFRF,nan,7000,BrePhi,,,,,,,,,,,,,,,,,,,,,,-9.26,225.0,5.0,7.0,-11.9,38.0,0.213,70.0,45,3.8,5.9,89.0,188.0,83.0,88.5,107.8,0.22
739,694.0,Michael Busch,LAD,2B,nan,6180,MicBus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,695.0,Owen Miller,MIL,1B2BDH,nan,6180,OweMil,,,,,,,,,,,,,,,,,,,,,,-7.99,472.0,6.0,2.0,-6.9,85.0,0.287,73.0,35,1.0,3.6,85.0,89.0,97.0,85.8,109.1,0.291
741,696.0,Sean Bouchard,COL,LF,nan,6195,SeaBou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,697.0,Emmanuel Rivera,ARI,3B,nan,6210,EmmRiv,,,,,,,,,,,,,,,,,,,,,,-0.77,359.0,12.0,1.0,-2.7,95.0,0.306,116.0,93,-0.9,4.0,78.0,103.0,104.0,90.4,110.9,0.31
743,698.0,Pedro Severino,SD,C,nan,6995,PedSev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,699.0,Freddy Fermin,KC,C,nan,7780,FreFer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,700.0,Jordan Lawlar,ARI,SS,nan,6275,JorLaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,701.0,Yainer Diaz,HOU,C,nan,6280,YaiDia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,702.0,Cal Mitchell,PIT,RF,nan,6310,CalMit,,,,,,,,,,,,,,,,,,,,,,-7.95,232.0,5.0,3.0,-4.6,79.0,0.281,79.0,49,1.1,3.1,93.0,99.0,93.0,89.9,107.3,0.292
748,703.0,Tommy Henry,ARI,SP,nan,6910,TomHen,Tommy Henry,9.0,9.0,47.0,0.0,124.0,107,585,90,393,254,78.0,124.0,4.87,90.0,28.0,26285.0,82.4,96.1,91.4,-3.18,,,,,,,,,,,,,,,,,
749,704.0,Drew Smith,NYM,RP,nan,7715,DreSmi,Drew Smith,44.0,0.0,46.0,0.0,93.0,138,572,118,504,290,125.0,97.0,3.78,90.1,17.0,17755.0,115.9,99.8,105.2,-0.3,,,,,,,,,,,,,,,,,
750,705.0,Dillon Tate,BAL,RP,nan,6395,DilTat,Dillon Tate,67.0,0.0,73.2,5.0,86.0,106,647,53,378,296,92.0,68.0,3.15,87.1,25.0,17796.0,91.7,102.6,99.2,-9.48,,,,,,,,,,,,,,,,,
751,706.0,Javier Assad,CHC,SP,nan,6415,JavAss,Javier Assad,9.0,8.0,37.2,0.0,123.0,101,596,52,336,251,80.0,145.0,4.49,87.5,13.0,21741.0,91.9,99.1,95.5,0.0,,,,,,,,,,,,,,,,,
752,707.0,Dinelson Lamet,COL,RP,nan,6415,DinLam,Dinelson Lamet,32.0,0.0,32.1,0.0,98.0,165,604,99,444,324,134.0,154.0,4.56,90.5,22.0,17186.0,92.9,89.7,91.9,15.14,,,,,,,,,,,,,,,,,
753,708.0,Hunter Harvey,WSH,RP,nan,6515,HunHar,Hunter Harvey,38.0,0.0,39.1,0.0,85.0,120,624,50,440,284,127.0,92.0,2.76,90.4,11.0,15507.0,110.6,103.6,104.8,0.95,,,,,,,,,,,,,,,,,
754,709.0,Kris Bubic,KC,SP,nan,6480,KriBub,Kris Bubic,28.0,27.0,129.0,0.0,115.0,89,591,78,449,249,84.0,134.0,5.67,90.0,80.0,21455.0,80.0,97.0,92.8,6.41,,,,,,,,,,,,,,,,,
755,710.0,Jeremiah Estrada,CHC,RP,nan,6535,JerEst,,,,,,,,,,,,,,,,,,137.0,102.9,111.9,,,,,,,,,,,,,,,,,,
756,711.0,Zach Jackson,OAK,RP,nan,6540,ZacJac,Zach Jackson,54.0,0.0,48.0,3.0,105.0,130,525,100,390,295,149.0,204.0,3.59,89.4,16.0,19493.0,106.5,90.4,95.5,18.01,,,,,,,,,,,,,,,,,
757,712.0,Tanner Bibee,CLE,SP,nan,6560,TanBib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,713.0,Kyle Isbel,KC,LFCFRF,nan,6590,KylIsb,,,,,,,,,,,,,,,,,,,,,,-5.83,278.0,5.0,9.0,-11.1,67.0,0.265,86.0,49,-0.8,7.3,72.0,121.0,86.0,89.7,111.2,0.266
759,714.0,Harold Castro,COL,1B2B3BSS,nan,6595,HarCas,,,,,,,,,,,,,,,,,,44.7,71.6,57.5,,-7.38,443.0,7.0,0.0,-4.8,94.0,0.297,73.0,61,-1.6,2.2,48.0,80.0,131.0,87.0,107.3,0.316
760,715.0,Jordan Westburg,BAL,SS,nan,6600,JorWes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,716.0,Louie Varland,MIN,SP,nan,6640,LouVar,Louie Varland,5.0,5.0,26.0,0.0,105.0,85,642,64,410,263,89.0,71.0,4.56,88.7,11.0,27691.0,95.3,103.7,101.8,-9.26,,,,,,,,,,,,,,,,,
762,717.0,Conner Capel,OAK,RF,nan,6660,ConCap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,718.0,Drew Hutchison,TOR,SPRP,nan,7550,DreHut,Drew Hutchison,28.0,18.0,105.1,0.0,125.0,87,603,88,409,236,66.0,113.0,5.38,90.3,53.0,10732.0,88.4,98.5,94.8,-4.66,,,,,,,,,,,,,,,,,
764,719.0,Joey Ortiz,BAL,SS,nan,6665,JoeOrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,720.0,Jordan Groshans,MIA,3B,nan,6665,JorGro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,721.0,Griffin Jax,MIN,RP,nan,6680,GriJax,Griffin Jax,65.0,0.0,72.1,1.0,84.0,132,645,69,370,320,121.0,86.0,3.17,88.1,27.0,20253.0,117.8,104.3,109.9,-0.31,,,,,,,,,,,,,,,,,
767,722.0,Tejay Antone,CIN,SPRP,nan,6685,TejAnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,723.0,Jack Leiter,TEX,SP,nan,6685,JacLei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,724.0,Gavin Williams,CLE,SP,nan,6695,GavWil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,725.0,Adrian Houser,MIL,SP,nan,6760,AdrHou,Adrian Houser,22.0,21.0,102.2,0.0,116.0,64,576,56,415,234,67.0,125.0,4.94,88.7,54.0,12718.0,90.0,100.1,98.2,-2.87,,,,,,,,,,,,,,,,,
771,726.0,Josh Smith,TEX,3BSSLFRP,nan,6900,JosSmi,,,,,,,,,,,,,,,,,,,,,,-11.84,253.0,2.0,4.0,-8.9,68.0,0.262,35.0,24,0.3,3.1,139.0,89.0,101.0,87.0,105.4,0.296
772,727.0,Mark Mathias,TEX,2BDH,nan,7770,MarMat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,728.0,Victor Caratini,MIL,C,nan,6790,VicCar,,,,,,,,,,,,,,,,,,,,,,-5.37,314.0,9.0,0.0,-8.9,84.0,0.289,93.0,63,-3.2,0.9,118.0,94.0,112.0,89.4,112.8,0.309
774,729.0,Ryan Tepera,LAA,RP,nan,6795,RyaTep,Ryan Tepera,59.0,0.0,57.1,6.0,108.0,130,591,55,276,262,91.0,107.0,3.24,87.4,23.0,10291.0,94.1,98.7,97.2,-6.55,,,,,,,,,,,,,,,,,
775,730.0,Moises Gomez,STL,RF,nan,7045,MoiGom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,731.0,Trevor Stephan,CLE,RP,nan,6820,TreSte,Trevor Stephan,66.0,0.0,63.2,3.0,71.0,162,644,31,344,315,138.0,84.0,2.34,87.5,19.0,19932.0,115.5,101.0,103.5,3.95,,,,,,,,,,,,,,,,,
777,732.0,Nate Eaton,KC,3BRF,nan,6945,NatEat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,733.0,Sam Huff,TEX,C,nan,6840,SamHuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,734.0,Gabriel Arias,CLE,3B,nan,6855,GabAri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,735.0,Addison Barger,TOR,3BSS,nan,6870,AddBar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,736.0,Carter Kieboom,WSH,3B,nan,6885,CarKie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,737.0,Trevor Williams,WSH,SPRP,nan,7135,TreWil,Trevor Williams,30.0,9.0,89.2,1.0,99.0,102,683,77,368,249,100.0,75.0,3.67,87.8,32.0,16977.0,90.8,104.3,99.6,-7.03,,,,,,,,,,,,,,,,,
783,738.0,Mickey Moniak,LAA,LFCF,nan,7315,MicMon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,739.0,Bryse Wilson,MIL,SPRP,nan,7385,BryWil,Bryse Wilson,25.0,20.0,115.2,0.0,113.0,77,599,77,434,245,69.0,76.0,5.53,90.8,71.0,19990.0,85.1,101.1,96.7,-8.44,,,,,,,,,,,,,,,,,
785,740.0,Cristian Pache,OAK,CF,nan,7190,CriPac,,,,,,,,,,,,,,,,,,,,,,-16.27,260.0,3.0,2.0,-20.8,35.0,0.207,50.0,34,-1.7,4.1,72.0,121.0,72.0,89.4,108.6,0.259
786,741.0,Emerson Hancock,SEA,SP,nan,6925,EmeHan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,742.0,Rafael Ortega,NYY,LFCFRFDH,nan,6930,RafOrt,,,,,,,,,,,,,,,,,,,,,,-4.27,371.0,7.0,12.0,-5.2,96.0,0.305,76.0,48,-3.5,4.2,142.0,88.0,99.0,87.2,108.4,0.307
788,743.0,Matt Wisler,DET,SPRP,nan,8645,MatWis,Matt Wisler,39.0,5.0,44.0,1.0,125.0,108,642,118,307,275,90.0,99.0,3.24,87.5,11.0,12804.0,103.5,99.6,102.0,-8.95,,,,,,,,,,,,,,,,,
789,744.0,Livan Soto,LAA,SS,nan,6975,LivSot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,745.0,Marco Luciano,SF,SS,nan,7340,MarLuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,746.0,Tommy Kahnle,NYY,RP,nan,7015,TomKah,,,,,,,,,,,,,,,,,,104.4,99.6,96.2,,,,,,,,,,,,,,,,,,
792,747.0,Noelvi Marte,CIN,SS,nan,7010,NoeMar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,748.0,Lucas Sims,CIN,RP,nan,7575,LucSim,,,,,,,,,,,,,,,,,,106.8,86.8,90.1,,,,,,,,,,,,,,,,,,
794,749.0,Eguy Rosario,SD,3B,nan,7015,EguRos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,750.0,Connor Wong,BOS,C,nan,7195,ConWon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,751.0,Ryan Yarbrough,KC,SPRP,nan,7100,RyaYar,Ryan Yarbrough,20.0,9.0,80.0,0.0,121.0,100,679,73,310,260,77.0,77.0,4.4,85.1,40.0,16502.0,83.5,100.3,95.3,-11.51,,,,,,,,,,,,,,,,,
797,752.0,Jeurys Familia,ARI,RP,nan,8175,JeuFam,Jeurys Familia,48.0,0.0,44.1,0.0,108.0,108,510,101,468,279,89.0,131.0,4.87,90.8,30.0,5114.0,80.6,94.8,91.7,-3.76,,,,,,,,,,,,,,,,,
798,753.0,Sam Haggerty,SEA,LFRF,nan,7045,SamHag,,,,,,,,,,,,,,,,,,,,,,-0.07,201.0,5.0,13.0,5.3,114.0,0.32,99.0,40,2.2,7.4,112.0,119.0,102.0,86.0,109.0,0.285
799,754.0,Ryan Feltner,COL,SP,nan,8390,RyaFel,Ryan Feltner,20.0,19.0,97.1,0.0,111.0,88,570,82,428,255,87.0,99.0,4.91,89.7,63.0,21446.0,98.5,98.1,97.0,-3.42,,,,,,,,,,,,,,,,,
800,755.0,Colin Moran,SEA,1B3B,nan,8330,ColMor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,756.0,Tucker Davidson,LAA,SP,nan,8005,TucDav,Tucker Davidson,12.0,11.0,52.0,0.0,147.0,95,535,52,395,246,61.0,177.0,4.84,89.6,39.0,19871.0,96.5,95.5,94.7,2.03,,,,,,,,,,,,,,,,,
802,757.0,Rowan Wick,CHC,RP,nan,7090,RowWic,Rowan Wick,64.0,0.0,64.0,9.0,93.0,101,592,103,400,276,104.0,119.0,5.35,88.5,30.0,14646.0,107.1,102.0,103.2,-1.17,,,,,,,,,,,,,,,,,
803,758.0,Alexander Canario,CHC,CF,nan,7370,AleCan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,759.0,Manuel Rodriguez,CHC,RP,nan,7105,ManRod,,,,,,,,,,,,,,,,,,112.4,93.6,93.1,,,,,,,,,,,,,,,,,,
805,760.0,Michael Pineda,nan,SP,nan,7985,MicPin,Michael Pineda,11.0,11.0,46.2,0.0,122.0,77,615,102,440,237,59.0,50.0,5.9,91.8,30.0,5372.0,72.1,104.8,90.6,-16.72,,,,,,,,,,,,,,,,,
806,761.0,Beau Brieske,DET,SP,nan,7255,BeaBri,Beau Brieske,15.0,15.0,81.2,0.0,121.0,82,599,104,413,221,72.0,92.0,5.6,89.2,38.0,26079.0,95.9,101.6,101.2,-8.53,,,,,,,,,,,,,,,,,
807,762.0,Danny Mendick,NYM,SS,nan,8490,DanMen,,,,,,,,,,,,,,,,,,93.1,105.3,101.6,,,,,,,,,,,,,,,,,,
808,763.0,Orlando Arcia,ATL,2BLF,nan,7155,OrlArc,,,,,,,,,,,,,,,,,,36.0,65.2,104.1,,-3.92,234.0,9.0,0.0,1.0,104.0,0.321,111.0,75,-0.1,1.1,107.0,96.0,86.0,90.7,107.9,0.329
